"id_driver","date_registration","driver_rating","gold_level_count","receive_marketing","country_code","service_type"
15194189,2015-11-09,4.93,24,false,DE,TAXI
4197969,2013-01-28,4.81,0,true,DE,TAXI
55480557,2019-11-21,4.78,0,true,DE,PHV
29722234,2018-06-25,4.92,2,true,DE,TAXI
9047504,2013-12-30,4.95,8,true,ES,TAXI
54997670,2019-10-29,4.95,4,true,DE,TAXI
43422724,2019-02-25,4.96,6,true,DE,TAXI
57616071,2020-02-19,4.98,19,true,DE,PHV
19338336,2016-12-13,4.89,1,true,DE,TAXI
57614996,2020-02-19,4.76,0,true,ES,TAXI
50804851,2019-05-27,4.85,12,true,DE,TAXI
6249843,2013-06-19,4.9,107,true,DE,TAXI
53370000,2019-08-23,4.98,9,true,DE,PHV
28713811,2018-05-30,5.0,8,true,DE,TAXI
1627772,2012-07-24,4.73,53,false,DE,TAXI
19905665,2016-11-02,4.81,74,true,ES,TAXI
26713587,2018-03-26,4.97,36,true,DE,TAXI
14352182,2015-06-24,4.82,0,true,ES,TAXI
1284329,2012-05-25,4.89,11,true,DE,TAXI
15326276,2015-11-25,4.72,25,true,ES,TAXI
55156480,2019-11-05,4.88,11,true,DE,PHV
31037654,2018-08-01,4.89,41,true,ES,TAXI
52672199,2019-07-22,4.86,,true,DE,PHV
18573601,2016-10-05,4.77,47,true,ES,TAXI
13198342,2014-12-10,4.84,1,true,ES,TAXI
5049320,2013-04-01,4.66,11,true,ES,TAXI
24079912,2017-11-09,4.9,28,true,DE,PHV
14260004,2015-06-03,4.97,0,true,DE,TAXI
55592346,2019-11-26,4.95,5,true,ES,TAXI
54151131,2019-09-25,4.95,9,true,DE,TAXI
26790764,2018-03-29,4.92,3,false,DE,TAXI
33605653,2018-12-04,4.86,0,true,ES,TAXI
53323802,2019-08-21,4.74,0,false,ES,TAXI
13073767,2014-11-26,4.87,70,true,DE,TAXI
32138098,2018-09-26,4.87,2,true,DE,TAXI
10866240,2014-06-03,4.95,64,true,ES,TAXI
52452773,2019-07-12,4.94,0,false,DE,TAXI
339418,2011-10-21,4.89,41,true,DE,TAXI
31155726,2018-08-07,4.99,26,true,ES,TAXI
29235458,2018-06-13,4.99,0,true,DE,PHV
56195216,2019-12-19,4.99,,true,DE,PHV
3166524,2012-11-26,4.95,0,true,ES,TAXI
30400037,2018-07-12,4.94,24,false,DE,TAXI
15666001,2015-12-30,4.89,7,true,ES,TAXI
8774331,2013-12-13,4.95,0,false,DE,TAXI
17621950,2016-07-06,4.84,11,true,ES,TAXI
19355211,2016-12-15,4.79,27,false,DE,TAXI
15573661,2015-12-21,4.97,24,false,DE,TAXI
15581267,2015-12-22,4.95,8,true,ES,TAXI
14728044,2015-09-10,4.89,0,false,DE,TAXI
32411245,2018-10-09,4.97,0,true,ES,TAXI
1123361,2012-04-03,4.85,0,false,DE,TAXI
19754563,2014-04-01,4.8,2,true,ES,TAXI
1107191,2012-03-27,4.97,3,true,DE,TAXI
11307694,2014-07-18,4.91,14,true,DE,TAXI
31461027,2018-08-23,4.98,3,true,ES,TAXI
16837536,2016-04-25,4.86,0,true,DE,TAXI
48886254,2019-04-10,4.5,71,true,ES,TAXI
14316920,2015-06-16,4.94,15,true,ES,TAXI
58194757,2020-03-12,4.94,1,true,ES,TAXI
10458735,2014-04-24,4.99,21,true,DE,TAXI
23799439,2017-10-20,4.83,51,true,DE,TAXI
53520103,2019-08-30,4.84,6,true,DE,PHV
33292818,2018-11-19,4.99,37,true,DE,TAXI
23798007,2017-10-20,4.88,19,false,DE,TAXI
56716462,2020-01-07,4.77,9,true,DE,PHV
1426985,2012-06-26,4.72,0,false,DE,TAXI
49066532,2019-04-18,5.0,24,false,DE,TAXI
57174904,2020-01-30,4.87,,true,DE,PHV
26540941,2018-03-20,4.88,14,true,ES,TAXI
19645949,2017-01-09,4.94,0,true,ES,TAXI
54640251,2019-10-14,4.89,,true,DE,PHV
55440235,2019-11-19,4.94,0,true,DE,PHV
7936223,2013-10-11,4.97,7,true,DE,TAXI
19058963,2016-11-15,4.95,10,true,ES,TAXI
4427599,2013-02-15,4.57,3,true,DE,TAXI
23119290,2017-09-07,4.97,6,true,DE,TAXI
3285799,2012-12-05,4.85,32,true,ES,TAXI
20241802,2014-08-07,4.97,26,true,ES,TAXI
27425120,2018-04-19,4.97,18,true,ES,TAXI
34871595,2019-02-07,4.77,16,true,ES,TAXI
31035534,2018-08-01,4.85,0,true,ES,TAXI
16097371,2016-02-09,4.95,41,true,ES,TAXI
28787929,2018-06-01,4.88,60,true,DE,TAXI
16927055,2016-05-04,4.91,57,true,ES,TAXI
55285652,2019-11-11,4.98,0,true,DE,PHV
32709785,2018-10-24,4.6,1,true,ES,TAXI
6443967,2013-07-03,4.94,7,true,ES,TAXI
55592347,2019-11-26,4.87,4,true,ES,TAXI
14034633,2015-04-29,4.97,102,true,DE,TAXI
17215346,2016-05-30,4.95,109,false,DE,TAXI
33928500,2018-12-19,4.9,23,false,DE,TAXI
55422222,2019-11-18,4.9,0,true,DE,TAXI
16289833,2016-03-03,5.0,2,true,DE,TAXI
54821886,2019-10-22,5.0,5,true,DE,PHV
11307897,2014-07-18,4.88,4,true,ES,TAXI
13750338,2015-02-27,4.79,4,false,DE,TAXI
49211766,2019-04-25,4.99,2,true,DE,TAXI
15900929,2016-01-21,4.91,13,true,ES,TAXI
28528490,2018-05-25,4.87,0,true,ES,TAXI
26164977,2018-03-09,4.98,44,false,DE,TAXI
16339759,2016-03-09,4.92,20,false,ES,TAXI
1138384,2012-04-10,4.83,44,true,DE,TAXI
19232302,2016-12-02,4.64,78,false,DE,TAXI
33464631,2018-11-28,4.86,16,true,ES,TAXI
24252336,2017-11-20,4.75,18,false,DE,TAXI
18744595,2016-10-17,4.86,0,true,ES,TAXI
13992642,2015-04-20,4.95,4,true,DE,TAXI
51840341,2019-06-20,4.89,1,true,ES,TAXI
25144266,2018-01-17,4.87,32,true,ES,TAXI
53386948,2019-08-24,4.95,,true,DE,PHV
24376339,2017-11-29,4.96,49,false,DE,TAXI
48539357,2019-03-26,4.95,10,false,DE,TAXI
55139401,2019-11-04,4.94,,true,DE,PHV
55610838,2019-11-27,4.88,,true,DE,PHV
277640,2011-08-31,4.95,2,true,DE,TAXI
21710889,2017-06-02,4.93,39,true,DE,TAXI
12854613,2014-11-06,4.8,15,false,ES,TAXI
6843953,2013-07-29,4.98,1,true,ES,TAXI
14630342,2015-08-20,4.89,20,true,DE,TAXI
55156409,2019-11-05,4.95,,false,DE,PHV
54636973,2019-10-14,4.92,6,true,DE,TAXI
55482855,2019-11-21,4.91,2,true,DE,TAXI
24148580,2017-11-13,4.93,46,true,DE,TAXI
53758180,2019-09-09,4.97,,true,DE,PHV
18047297,2016-08-18,4.82,3,true,DE,TAXI
55949421,2019-12-10,4.76,1,true,ES,TAXI
14804013,2015-09-22,4.88,0,true,DE,TAXI
502219,2011-12-12,4.9,14,true,DE,TAXI
6263704,2013-06-20,4.91,2,true,ES,TAXI
1408,2011-05-29,4.87,0,false,DE,TAXI
24262057,2017-11-21,4.75,17,false,DE,TAXI
34369755,2019-01-08,4.53,4,true,ES,TAXI
20011026,2015-10-20,4.95,2,true,ES,TAXI
1014087,2012-02-22,5.0,0,true,ES,TAXI
30704633,2018-07-20,4.88,26,true,DE,TAXI
20119705,2017-03-07,4.81,10,false,DE,TAXI
25324324,2018-02-02,4.77,5,true,ES,TAXI
443391,2011-11-16,4.89,0,false,DE,TAXI
26563563,2018-03-21,4.99,6,false,DE,TAXI
15009998,2015-10-20,4.91,1,false,DE,TAXI
20590832,2017-04-06,4.9,1,true,DE,TAXI
8818286,2013-12-16,4.99,0,true,DE,TAXI
57657538,2020-02-21,4.99,,true,DE,PHV
719122,2012-01-30,4.99,6,true,ES,TAXI
15318630,2015-11-24,4.83,3,true,ES,TAXI
43349697,2019-02-22,4.96,0,true,DE,TAXI
6376683,2013-06-28,4.83,66,true,DE,TAXI
11073906,2014-06-25,4.98,36,true,ES,TAXI
57991964,2020-03-04,4.88,14,true,DE,PHV
14297833,2015-06-12,4.84,82,true,DE,TAXI
34282159,2019-01-02,4.73,11,true,ES,TAXI
56020127,2019-12-13,4.95,12,false,DE,TAXI
57615206,2020-02-19,4.92,1,true,ES,TAXI
50844428,2019-05-29,4.37,8,true,ES,TAXI
57602471,2020-02-18,5.0,,true,DE,PHV
9671410,2014-02-12,4.82,0,false,DE,TAXI
57483281,2020-02-13,4.93,,true,DE,PHV
18400522,2016-09-21,4.91,61,true,ES,TAXI
1152,2011-05-29,4.97,39,true,DE,TAXI
24173344,2017-11-15,4.82,9,true,ES,TAXI
30898932,2018-07-25,4.7,5,true,ES,TAXI
53451007,2019-08-27,4.97,0,true,DE,PHV
16391181,2016-03-15,4.99,17,true,DE,TAXI
34364683,2019-01-08,4.93,12,true,DE,TAXI
19716497,2017-01-19,4.97,39,false,DE,TAXI
14181585,2015-05-19,4.92,3,false,DE,TAXI
23450271,2017-09-27,4.97,0,true,DE,TAXI
33451690,2018-11-27,4.72,1,false,DE,TAXI
29756784,2018-06-26,4.7,26,false,ES,TAXI
19760091,2013-06-28,4.92,95,true,ES,TAXI
53342531,2019-08-22,4.94,0,true,DE,PHV
25387472,2018-02-07,4.86,0,false,ES,TAXI
20252750,2017-03-14,4.81,51,true,ES,TAXI
34382661,2019-01-09,4.83,1,true,DE,TAXI
2483939,2012-10-04,4.81,12,true,DE,TAXI
26976496,2018-04-04,4.99,1,true,DE,TAXI
476329,2011-12-01,4.84,6,false,DE,TAXI
25708960,2018-02-23,4.97,57,true,ES,TAXI
14804253,2015-09-22,4.94,27,false,DE,TAXI
14177851,2015-05-18,4.9,0,true,DE,TAXI
20039001,2015-11-29,4.94,2,true,ES,TAXI
7798749,2013-10-01,4.92,10,true,DE,TAXI
33758889,2018-12-11,5.0,36,true,DE,TAXI
43316200,2019-02-20,4.9,4,true,ES,TAXI
26511520,2018-03-19,4.98,43,true,DE,TAXI
1484817,2012-07-03,4.82,1,false,DE,TAXI
16950391,2016-05-06,4.71,0,true,ES,TAXI
57169545,2020-01-30,4.95,1,true,ES,TAXI
307301,2011-09-23,4.82,0,false,DE,TAXI
50692619,2019-05-23,4.9,4,true,ES,TAXI
56893995,2020-01-17,4.96,,true,DE,PHV
13131810,2014-12-02,4.99,127,true,DE,TAXI
53648700,2019-09-05,4.85,1,true,ES,TAXI
17166135,2016-05-26,4.82,0,false,DE,TAXI
5583379,2013-05-07,4.99,45,true,DE,TAXI
16715912,2016-04-14,4.98,39,true,ES,TAXI
56876633,2020-01-16,4.92,0,true,ES,TAXI
57129819,2020-01-28,4.97,,true,DE,PHV
5250128,2013-04-16,4.89,34,false,DE,TAXI
279900,2011-09-02,4.96,7,false,DE,TAXI
1106427,2012-03-26,4.94,47,true,DE,TAXI
14805696,2015-09-22,4.94,29,true,DE,TAXI
10113500,2014-03-24,4.9,65,true,DE,TAXI
5193332,2013-04-12,4.73,0,true,DE,TAXI
15278398,2015-11-20,4.79,2,false,ES,TAXI
1435711,2012-06-28,4.94,2,false,DE,TAXI
53342484,2019-08-22,4.94,0,true,DE,PHV
31882011,2018-09-14,4.85,4,true,DE,TAXI
50697866,2019-05-23,4.96,15,false,DE,TAXI
15364580,2015-11-30,4.81,0,false,DE,TAXI
53850212,2019-09-13,4.99,,true,DE,PHV
21890664,2017-06-15,4.92,0,false,DE,TAXI
55748103,2019-12-02,4.96,,true,DE,PHV
33753169,2018-12-11,4.75,0,false,DE,TAXI
25153194,2018-01-18,5.0,0,false,DE,TAXI
43352360,2019-02-22,4.85,4,false,ES,TAXI
1177308,2012-04-23,4.94,19,true,DE,TAXI
16229690,2016-02-25,4.0,0,true,ES,TAXI
15424380,2015-12-09,4.94,13,false,ES,TAXI
19966886,2017-02-20,4.61,1,true,DE,TAXI
53453681,2019-08-27,4.89,7,true,DE,TAXI
55479196,2019-11-21,4.89,3,true,ES,TAXI
54129397,2019-09-24,4.91,,true,DE,PHV
28530404,2018-05-25,4.75,10,true,ES,TAXI
57017457,2020-01-23,4.89,15,true,ES,TAXI
4573783,2013-02-26,4.87,0,false,ES,TAXI
14496900,2015-07-20,5.0,0,false,DE,TAXI
13132119,2014-12-02,4.95,0,true,ES,TAXI
13899191,2015-03-30,4.92,69,true,DE,TAXI
19645998,2017-01-09,4.91,0,true,ES,TAXI
29200777,2018-06-12,4.95,14,true,DE,TAXI
25083468,2018-01-12,4.93,25,true,ES,TAXI
32327221,2018-10-05,4.98,2,true,DE,TAXI
16270622,2016-02-29,4.84,0,false,DE,TAXI
21027750,2017-05-09,4.86,9,true,ES,TAXI
1948176,2012-08-23,4.87,2,true,DE,TAXI
16486025,2016-03-24,4.96,0,true,DE,TAXI
13771076,2015-03-03,4.99,137,false,DE,TAXI
57585609,2020-02-17,4.98,,true,DE,PHV
52583722,2019-07-18,4.75,0,true,ES,TAXI
28530628,2018-05-25,4.9,19,true,ES,TAXI
43419257,2019-02-25,4.93,2,true,DE,TAXI
1825117,2012-08-11,4.86,87,false,DE,TAXI
22634275,2017-08-02,4.89,5,true,ES,TAXI
34744283,2019-01-31,4.96,0,true,DE,TAXI
53432798,2019-08-26,4.93,0,true,DE,PHV
4118057,2013-01-22,4.88,0,true,DE,TAXI
19993151,2017-02-23,4.78,45,false,DE,TAXI
57308296,2020-02-05,4.97,1,false,ES,TAXI
24509182,2017-12-07,4.97,2,true,DE,TAXI
16993168,2016-05-10,4.99,18,true,DE,TAXI
21877282,2017-06-14,4.9,0,true,DE,TAXI
35751589,2019-02-18,4.93,0,true,DE,TAXI
22407050,2017-07-17,5.0,36,true,DE,TAXI
11700358,2014-08-15,4.97,13,true,DE,TAXI
993,2011-05-29,4.55,0,false,DE,TAXI
21811030,2017-06-09,4.9,0,true,DE,TAXI
54481148,2019-10-08,4.99,,true,DE,PHV
22181390,2017-07-03,4.83,13,true,DE,TAXI
22101028,2017-06-29,4.89,1,false,DE,TAXI
34575660,2019-01-21,4.96,0,true,DE,TAXI
4747971,2013-03-11,4.94,2,false,DE,TAXI
5348786,2013-04-23,4.94,0,true,ES,TAXI
13198250,2014-12-10,4.88,9,true,DE,TAXI
49023962,2019-04-16,4.99,2,false,DE,TAXI
25141771,2018-01-17,4.75,1,true,ES,TAXI
58322103,2020-03-25,4.9,0,true,ES,TAXI
58695863,2020-06-03,4.9,1,true,DE,PHV
58176606,2020-03-11,4.84,0,true,DE,TAXI
19140256,2016-11-23,4.94,16,false,ES,TAXI
16467958,2016-03-22,4.79,9,true,DE,TAXI
58525029,2020-05-08,4.87,7,true,ES,TAXI
811,2011-05-29,4.92,21,true,DE,TAXI
749,2011-05-29,4.91,0,false,DE,TAXI
32564345,2018-10-17,4.75,0,true,ES,TAXI
2208,2011-05-29,4.81,0,false,DE,TAXI
56716231,2020-01-07,4.85,0,false,DE,TAXI
30894959,2018-07-25,4.76,0,false,DE,TAXI
18166986,2016-08-31,4.84,0,false,DE,TAXI
14268564,2015-06-05,4.86,6,false,DE,TAXI
33482703,2018-11-29,4.82,3,false,DE,TAXI
14373970,2015-06-29,4.97,16,true,DE,TAXI
33768858,2018-12-12,4.95,0,false,ES,TAXI
16529753,2016-03-29,4.94,3,true,ES,TAXI
57602543,2020-02-18,4.92,,true,DE,PHV
2536,2011-05-29,4.57,0,false,DE,TAXI
14374071,2015-06-29,4.99,7,false,DE,TAXI
24622482,2017-12-14,4.68,1,true,DE,TAXI
57291841,2020-02-04,4.96,,true,DE,PHV
57772810,2020-02-25,4.98,,true,DE,PHV
57307222,2020-02-05,4.93,4,true,DE,PHV
36944403,2019-02-18,4.84,1,true,ES,TAXI
54480315,2019-10-08,4.97,0,true,DE,PHV
14966603,2015-10-14,4.94,0,true,ES,TAXI
55479828,2019-11-21,4.97,0,true,DE,PHV
32860350,2018-10-30,4.69,0,false,DE,TAXI
57640973,2020-02-20,5.0,,true,DE,PHV
19988097,2015-07-08,4.9,0,true,ES,TAXI
16477488,2016-03-23,4.86,1,false,DE,TAXI
21865827,2017-06-13,4.6,48,true,ES,TAXI
53392815,2019-08-24,4.88,,true,DE,PHV
25235077,2018-01-25,4.93,0,true,DE,TAXI
24252316,2017-11-20,4.69,8,true,DE,TAXI
55427300,2019-11-18,4.97,,true,DE,PHV
8478256,2013-11-20,4.52,0,true,DE,TAXI
31987055,2018-09-19,4.98,2,false,DE,TAXI
8312334,2013-11-08,4.85,30,true,ES,TAXI
16930392,2016-05-04,4.72,19,false,DE,TAXI
15443569,2015-12-11,4.73,64,true,DE,TAXI
17022047,2016-05-13,4.84,21,true,DE,TAXI
31843227,2018-09-12,4.85,29,true,DE,TAXI
1212515,2012-05-04,4.74,0,false,DE,TAXI
15656465,2015-12-29,4.83,0,true,ES,TAXI
32117158,2018-09-25,4.63,0,true,DE,TAXI
1707,2011-05-29,4.92,15,true,DE,TAXI
14868617,2015-09-29,4.91,0,true,DE,TAXI
49175551,2019-04-23,4.92,30,true,DE,TAXI
267632,2011-08-22,4.99,1,false,DE,TAXI
13907214,2015-04-01,4.93,2,false,DE,TAXI
19005846,2016-11-10,4.88,2,true,DE,TAXI
57310479,2020-02-05,5.0,,true,DE,PHV
1064858,2012-03-09,4.94,2,true,DE,TAXI
57772913,2020-02-25,5.0,,true,DE,PHV
55789493,2019-12-04,4.77,5,true,ES,TAXI
14374120,2015-06-29,4.77,11,true,DE,TAXI
1244770,2012-05-15,4.95,0,false,DE,TAXI
18243401,2016-09-07,4.91,5,false,DE,TAXI
154869,2011-06-01,4.95,0,true,DE,TAXI
58539637,2020-05-11,4.93,0,true,DE,PHV
423881,2011-11-08,4.99,29,false,DE,TAXI
58289041,2020-03-20,4.99,0,true,DE,PHV
58548981,2020-05-13,4.96,,false,DE,PHV
1487259,2012-07-03,4.92,9,false,DE,TAXI
23005988,2017-08-29,4.88,8,true,ES,TAXI
15952859,2016-01-25,4.96,1,false,DE,TAXI
29475885,2018-06-19,4.74,3,true,DE,TAXI
50508696,2019-05-15,4.87,0,false,DE,TAXI
58214734,2020-03-13,5.0,0,false,DE,TAXI
1111702,2012-03-29,4.9,0,false,DE,TAXI
21027159,2017-05-09,4.99,0,true,DE,TAXI
57153832,2020-01-29,4.88,,true,DE,PHV
15592647,2015-12-23,4.95,1,true,DE,TAXI
2142,2011-05-29,4.92,0,true,DE,PHV
23566258,2017-10-04,4.94,2,false,DE,TAXI
24607260,2017-12-13,4.92,0,true,ES,TAXI
7238192,2013-08-23,4.67,0,false,DE,TAXI
22993648,2017-08-28,4.96,2,false,DE,TAXI
52835421,2019-07-29,4.96,0,true,DE,PHV
8666168,2013-12-05,4.92,1,true,ES,TAXI
25082065,2018-01-12,4.99,2,true,ES,TAXI
58544168,2020-05-12,4.7,0,true,ES,TAXI
9837797,2014-02-27,4.84,8,false,DE,TAXI
16787708,2016-04-21,4.66,17,true,ES,TAXI
20653423,2017-04-11,4.96,31,true,DE,TAXI
27604020,2018-04-25,4.96,16,false,DE,TAXI
493151,2011-12-09,4.98,7,false,DE,TAXI
58174831,2020-03-11,5.0,,true,DE,PHV
12339866,2014-09-10,4.88,2,true,DE,TAXI
14715464,2015-09-07,4.93,9,false,DE,TAXI
55172329,2019-11-06,5.0,0,true,DE,TAXI
57619685,2020-02-19,4.0,0,true,DE,TAXI
24747341,2017-12-21,4.97,0,true,DE,TAXI
53796068,2019-09-11,4.86,,true,DE,PHV
32388292,2018-10-08,4.97,2,false,DE,TAXI
23003505,2017-08-29,4.85,16,false,DE,TAXI
58513023,2020-05-05,5.0,,true,DE,PHV
775097,2012-02-06,4.77,0,false,ES,TAXI
57851221,2020-02-28,5.0,,false,DE,PHV
19141981,2016-11-23,4.55,1,false,ES,TAXI
6869906,2013-07-31,4.91,1,true,DE,TAXI
43317482,2019-02-20,4.87,0,true,ES,TAXI
16696348,2016-04-12,4.89,0,true,ES,TAXI
58136645,2020-03-09,4.93,0,true,DE,TAXI
18832763,2016-10-25,4.87,0,true,DE,PHV
49191124,2019-04-24,4.93,4,true,ES,TAXI
29476514,2018-06-19,4.89,0,false,DE,TAXI
58435375,2020-04-22,4.95,,true,DE,PHV
56762504,2020-01-10,5.0,,true,DE,PHV
57275116,2020-02-03,4.33,0,false,DE,TAXI
19769040,2017-01-26,4.97,0,true,DE,TAXI
21040979,2017-05-10,4.94,3,false,DE,TAXI
51840991,2019-06-20,4.52,0,false,DE,TAXI
54505923,2019-10-09,4.93,0,false,ES,TAXI
32122103,2018-09-25,4.98,0,false,DE,TAXI
5514393,2013-05-03,4.88,0,true,ES,TAXI
50654057,2019-05-21,4.81,6,false,ES,TAXI
52222794,2019-07-03,4.15,0,true,ES,TAXI
25534201,2018-02-16,4.93,39,false,DE,TAXI
26348596,2018-03-15,4.96,0,false,DE,TAXI
10216700,2014-04-02,4.94,2,false,DE,TAXI
17395738,2016-06-16,4.86,0,true,DE,TAXI
33899843,2018-12-17,4.65,0,true,DE,TAXI
54674690,2019-10-16,4.92,,true,DE,PHV
43421107,2019-02-25,4.78,0,false,DE,TAXI
58939856,2020-06-22,4.81,8,true,DE,PHV
24253550,2017-11-20,4.97,42,true,DE,TAXI
49195325,2019-04-24,4.85,0,true,DE,TAXI
6685682,2013-07-18,4.98,66,true,DE,TAXI
3176137,2012-11-27,4.56,0,true,DE,TAXI
58904210,2020-06-19,5.0,,true,DE,PHV
33181462,2018-11-14,4.94,0,true,DE,TAXI
54521984,2019-10-10,5.0,,true,DE,PHV
11056437,2014-06-23,4.56,2,true,DE,TAXI
54699470,2019-10-17,5.0,,true,DE,PHV
5796470,2013-05-20,4.0,0,false,ES,TAXI
22732310,2017-08-09,4.83,41,true,DE,TAXI
22732458,2017-08-09,4.98,1,false,DE,TAXI
18825700,2016-10-24,4.84,0,false,DE,TAXI
47679192,2019-03-12,5.0,0,true,ES,TAXI
58724211,2020-06-05,4.93,0,true,ES,TAXI
19140479,2016-11-23,4.94,0,false,DE,TAXI
57480644,2020-02-13,5.0,,true,DE,PHV
53511065,2019-08-30,5.0,0,false,DE,TAXI
14599890,2015-08-12,4.92,0,true,ES,TAXI
19969098,2013-08-27,4.93,51,true,ES,TAXI
27185896,2018-04-11,5.0,0,true,DE,TAXI
33737712,2018-12-10,4.94,15,true,DE,TAXI
15198329,2015-11-10,4.76,52,true,ES,TAXI
56764408,2020-01-10,4.85,1,true,DE,PHV
23684393,2017-10-12,4.93,4,false,DE,TAXI
48680105,2019-04-01,4.99,29,false,DE,TAXI
57463660,2020-02-12,4.93,0,true,DE,TAXI
25285212,2018-01-29,4.77,63,true,ES,TAXI
54695027,2019-10-17,4.85,23,true,DE,PHV
53931923,2019-09-16,4.88,0,true,DE,PHV
17986358,2016-08-11,4.69,1,true,DE,TAXI
58176453,2020-03-11,4.97,6,true,DE,PHV
25855069,2018-02-27,4.83,0,true,DE,TAXI
22723134,2017-08-08,4.96,58,true,DE,TAXI
1074092,2012-03-12,4.85,0,true,DE,TAXI
14514978,2015-07-24,4.98,26,false,DE,TAXI
55479803,2019-11-21,4.99,2,true,DE,PHV
11338790,2014-07-21,4.98,78,true,DE,TAXI
17399378,2016-06-16,4.76,19,true,DE,TAXI
32674855,2018-10-22,4.96,10,true,ES,TAXI
58378389,2020-04-07,4.95,0,true,ES,TAXI
22634177,2017-08-02,4.96,7,true,ES,TAXI
233379,2011-07-28,4.96,91,true,DE,TAXI
52398039,2019-07-09,4.93,0,true,DE,TAXI
55969738,2019-12-11,4.97,2,true,DE,PHV
28713201,2018-05-30,4.85,8,false,ES,TAXI
53327838,2019-08-21,4.88,,true,DE,PHV
53347165,2019-08-22,4.96,0,true,DE,PHV
20153475,2015-12-16,4.93,1,false,ES,TAXI
6161443,2013-06-13,4.84,26,true,ES,TAXI
58512797,2020-05-05,4.98,4,true,ES,TAXI
53397866,2019-08-24,4.99,7,true,DE,PHV
18478133,2016-09-27,5.0,115,true,DE,TAXI
4788937,2013-03-14,4.88,1,true,DE,TAXI
57292371,2020-02-04,5.0,0,true,DE,PHV
19429278,2016-12-21,4.86,50,true,DE,TAXI
53475547,2019-08-28,4.81,22,true,ES,TAXI
32305636,2018-10-04,4.89,55,false,DE,TAXI
24265501,2017-11-21,4.78,76,false,ES,TAXI
53368497,2019-08-23,4.87,2,true,DE,PHV
31702997,2018-09-05,4.95,39,true,ES,TAXI
54699255,2019-10-17,4.98,8,false,DE,TAXI
28781705,2018-06-01,4.98,3,true,ES,TAXI
32124037,2018-09-25,4.96,7,true,ES,TAXI
9911887,2014-03-06,4.93,43,true,ES,TAXI
28072342,2018-05-11,4.86,6,true,ES,TAXI
23464128,2017-09-28,4.94,61,true,DE,TAXI
53971911,2019-09-18,5.0,1,true,DE,PHV
29201406,2018-06-12,4.99,47,true,DE,TAXI
8092356,2013-10-23,4.98,33,true,ES,TAXI
57963826,2020-03-03,4.92,,true,DE,PHV
58212701,2020-03-13,4.93,4,true,DE,PHV
53779349,2019-09-10,4.95,7,true,DE,PHV
20492765,2017-03-30,4.77,4,true,ES,TAXI
12829580,2014-11-03,4.91,0,true,DE,TAXI
23699972,2017-10-13,4.95,41,true,DE,TAXI
21199905,2017-05-17,4.92,10,true,DE,TAXI
19984829,2017-02-22,4.96,84,true,DE,TAXI
30095272,2018-07-05,4.93,4,true,ES,TAXI
24183286,2017-11-16,4.78,99,true,ES,TAXI
3288470,2012-12-05,4.84,10,true,DE,TAXI
56847011,2020-01-14,4.93,2,true,ES,TAXI
58513198,2020-05-05,4.92,5,true,DE,PHV
15334050,2015-11-26,4.86,14,false,DE,TAXI
7313962,2013-08-28,4.88,0,true,ES,TAXI
6144636,2013-06-12,4.91,30,true,ES,TAXI
15975550,2016-01-28,4.88,33,true,DE,TAXI
22661903,2017-08-04,4.9,26,true,DE,TAXI
781398,2012-02-07,4.85,30,true,DE,TAXI
58480364,2020-04-30,4.95,1,false,ES,TAXI
16708524,2016-04-13,4.66,78,true,ES,TAXI
55302378,2019-11-12,4.98,23,true,DE,PHV
4598352,2013-02-28,4.84,0,true,ES,TAXI
15774800,2016-01-07,4.87,1,true,DE,TAXI
16346241,2016-03-10,4.93,4,true,DE,TAXI
15491951,2015-12-15,4.95,34,true,ES,TAXI
56015707,2019-12-13,4.88,0,true,DE,PHV
22522578,2017-07-25,4.65,53,true,ES,TAXI
14623595,2015-08-18,4.97,50,false,DE,TAXI
13139064,2014-12-03,4.88,0,true,ES,TAXI
4610831,2013-03-01,4.91,8,true,DE,TAXI
789726,2012-02-09,4.97,40,true,DE,TAXI
29781588,2018-06-27,4.9,11,true,DE,TAXI
55945702,2019-12-10,4.84,0,true,DE,PHV
27769937,2018-04-30,4.93,21,true,DE,TAXI
31702939,2018-09-05,4.93,33,false,DE,TAXI
31668966,2018-09-03,4.93,4,true,ES,TAXI
17079118,2016-05-18,4.94,76,false,DE,TAXI
57792583,2020-02-26,4.89,,true,DE,PHV
7191689,2013-08-20,5.0,0,true,ES,TAXI
11212852,2014-07-09,4.87,0,false,DE,TAXI
478277,2011-12-02,4.97,7,true,DE,TAXI
2541435,2012-10-08,4.79,59,true,DE,TAXI
55213671,2019-11-08,4.91,,true,DE,PHV
6226138,2013-06-17,4.98,8,true,DE,TAXI
53971137,2019-09-18,4.91,0,true,DE,PHV
28978890,2018-06-06,4.62,13,true,ES,TAXI
27377979,2018-04-17,4.85,30,true,ES,TAXI
53036098,2019-08-08,4.96,0,true,DE,PHV
1285,2011-05-29,4.98,0,true,DE,TAXI
34595095,2019-01-22,4.94,23,true,ES,TAXI
20061947,2017-03-03,4.96,75,true,DE,TAXI
55194410,2019-11-07,4.65,0,false,DE,TAXI
19926694,2014-12-16,4.9,31,true,ES,TAXI
58266246,2020-03-17,4.95,0,true,DE,PHV
53754354,2019-09-09,4.6,,true,DE,PHV
2065,2011-05-29,4.95,1,false,DE,TAXI
